source,seller,property_type,location_text,province,price_php,lot_area_sqm,floor_area_sqm,tct,sale_type,auction_date,maps_url,image_url,source_url,posted_date,branch
foreclosurephilippines,Unknown (foreclosurephilippines),Agricultural,"Patnongon, Antique",Antique,1075000.0,10747.0,,,,,https://www.google.com/maps/search/?api=1&query=Patnongon%2C+Antique%2C+Philippines,https://www.foreclosurephilippines.com/wp-content/uploads/2025/10/bsp-foreclosed-properties-2025-310x190.jpg,https://www.foreclosurephilippines.com/advert/bsp-foreclosed-agricultural-rice-land-at-lot-8184-brgy-salaguiawan-patnongon-antique-for-negotiated-sale-lot-area-10747-00-sqm/,2026/03/16,
foreclosurephilippines,Unknown (foreclosurephilippines),Residential,"Patnongon, Antique",Antique,1322000.0,440.0,,,,,https://www.google.com/maps/search/?api=1&query=Patnongon%2C+Antique%2C+Philippines,https://www.foreclosurephilippines.com/wp-content/uploads/2025/10/bsp-foreclosed-properties-2025-310x190.jpg,https://www.foreclosurephilippines.com/advert/bsp-foreclosed-residential-house-lot-at-lot-180-brgy-poblacion-patnongon-antique-for-negotiated-sale-lot-area-440-00-sqm/,2026/03/16,
foreclosurephilippines,Unknown (foreclosurephilippines),Residential,"Patnongon, Antique",Antique,1485000.0,409.0,,,,,https://www.google.com/maps/search/?api=1&query=Patnongon%2C+Antique%2C+Philippines,https://www.foreclosurephilippines.com/wp-content/uploads/2025/10/bsp-foreclosed-properties-2025-310x190.jpg,https://www.foreclosurephilippines.com/advert/bsp-foreclosed-residential-house-lot-at-lot-218-brgy-poblacion-patnongon-antique-for-negotiated-sale-lot-area-409-00-sqm/,2026/03/16,
foreclosurephilippines,Unknown (foreclosurephilippines),Residential,"San Remigio, Antique",Antique,1708000.0,1220.33,,,,,https://www.google.com/maps/search/?api=1&query=San+Remigio%2C+Antique%2C+Philippines,https://www.foreclosurephilippines.com/wp-content/uploads/2025/10/bsp-foreclosed-properties-2025-310x190.jpg,https://www.foreclosurephilippines.com/advert/bsp-foreclosed-residential-vacant-lot-at-lot-25-cabrillos-stpoblacion-san-remigio-antique-for-negotiated-sale-lot-area-1220-33-sqm/,2026/03/16,
foreclosurephilippines,Unknown (foreclosurephilippines),Agricultural,"Patnongon, Antique",Antique,2778000.0,27780.0,,,,,https://www.google.com/maps/search/?api=1&query=Patnongon%2C+Antique%2C+Philippines,https://www.foreclosurephilippines.com/wp-content/uploads/2025/10/bsp-foreclosed-properties-2025-310x190.jpg,https://www.foreclosurephilippines.com/advert/bsp-foreclosed-agricultural-rice-land-at-lot-8197-brgy-salaguiawan-patnongon-antique-for-negotiated-sale-lot-area-27780-00-sqm/,2026/03/16,
foreclosurephilippines,Unknown (foreclosurephilippines),Residential,"Belison, Antique",Antique,3368000.0,436.0,30.0,,,,https://www.google.com/maps/search/?api=1&query=Belison%2C+Antique%2C+Philippines,https://www.foreclosurephilippines.com/wp-content/uploads/2025/10/bsp-foreclosed-properties-2025-310x190.jpg,https://www.foreclosurephilippines.com/advert/bsp-foreclosed-residential-house-floor-area-30-00-sqm-4/,2026/03/16,
foreclosurephilippines,Unknown (foreclosurephilippines),,"Hamtic, Antique",Antique,4911000.0,76940.0,,,,,https://www.google.com/maps/search/?api=1&query=Hamtic%2C+Antique%2C+Philippines,https://www.foreclosurephilippines.com/wp-content/uploads/2026/02/SILAVA-ZOSIMOLUISA_T-23213-1-310x190.jpg,https://www.foreclosurephilippines.com/advert/philippine-veterans-bank-asset-lot-8490-barangay-buhang-hamtic-antique/,2026/02/16,
foreclosurephilippines,Unknown (foreclosurephilippines),,"Sibalom, Antique",Antique,7753000.0,235096.0,,,,,https://www.google.com/maps/search/?api=1&query=Sibalom%2C+Antique%2C+Philippines,https://www.foreclosurephilippines.com/wp-content/uploads/2026/02/VILLAGRACIA-MANUEL_N-661-1-310x190.jpg,https://www.foreclosurephilippines.com/advert/philippine-veterans-bank-asset-h-114453cad-lot-no-8829-barangay-inabasansibalom-antique/,2026/02/16,
foreclosurephilippines,Unknown (foreclosurephilippines),Agricultural,"Patnongon, Antique",Antique,7761500.0,18707.0,,,,,https://www.google.com/maps/search/?api=1&query=Patnongon%2C+Antique%2C+Philippines,https://www.foreclosurephilippines.com/wp-content/uploads/2025/10/bsp-foreclosed-properties-2025-310x190.jpg,https://www.foreclosurephilippines.com/advert/bsp-foreclosed-agricultural-rice-land-at-lot-68cuyapiao-patnongon-antique-for-negotiated-sale/,2026/03/16,
foreclosurephilippines,Unknown (foreclosurephilippines),,"Sibalom, Antique",Antique,14800000.0,154759.0,,,,,https://www.google.com/maps/search/?api=1&query=Sibalom%2C+Antique%2C+Philippines,https://www.foreclosurephilippines.com/wp-content/uploads/2026/02/ALVIOR-BONIFACIO_T-23552-310x190.jpg,https://www.foreclosurephilippines.com/advert/philippine-veterans-bank-asset-lot-8288-barangay-cabladansibalom-antique/,2026/02/16,
foreclosurephilippines,PDIC,Residential,"Nueva Valencia, Guimaras",Guimaras,717260.0,586.0,,,,,https://www.google.com/maps/search/?api=1&query=Nueva+Valencia%2C+Guimaras%2C+Philippines,,https://www.foreclosurephilippines.com/advert/pdic-foreclosed-residential-with-improvement-lot-no-5151-f-psd-063033-026055-brgy-poblacion-nueva-valencia-guimaras-for-public-auction-occupied/,2026/03/29,
foreclosurephilippines,PDIC,Agricultural,"Nueva Valencia, Guimaras",Guimaras,724190.0,6466.0,,,,,https://www.google.com/maps/search/?api=1&query=Nueva+Valencia%2C+Guimaras%2C+Philippines,https://www.foreclosurephilippines.com/wp-content/uploads/2026/02/55314-310x190.jpg,https://www.foreclosurephilippines.com/advert/pdic-foreclosed-agricultural-vacant-lot-lot-4052-psd-775-barangay-canhawan-nueva-valencia-for-public-auction-on-february-26-2026/,2026/03/29,
foreclosurephilippines,PDIC,Residential/Agricultural,"Buenavista, Guimaras",Guimaras,990000.0,15000.0,,,,,https://www.google.com/maps/search/?api=1&query=Buenavista%2C+Guimaras%2C+Philippines,https://www.foreclosurephilippines.com/wp-content/uploads/2026/02/55316-310x190.jpg,https://www.foreclosurephilippines.com/advert/pdic-foreclosed-residential-agricultural-vacant-lot-lot-2-b-psd-06-031244-sitio-sinapsapan-barangay-east-valencia-buenavista-for-public-auction-on-february-26-2026/,2026/03/29,
foreclosurephilippines,PDIC,Residential,"Nueva Valencia, Guimaras",Guimaras,1059190.0,939.0,,,,,https://www.google.com/maps/search/?api=1&query=Nueva+Valencia%2C+Guimaras%2C+Philippines,https://www.foreclosurephilippines.com/wp-content/uploads/2026/03/56206-310x190.jpg,https://www.foreclosurephilippines.com/advert/pdic-foreclosed-residential-with-improvement-lot-400-gss-063033-000024-brgy-poblacion-nueva-valencia-guimaras-for-public-auction-occupied/,2026/03/29,
foreclosurephilippines,PDIC,Residential,"Nueva Valencia, Guimaras",Guimaras,1344000.0,1245.0,,,,,https://www.google.com/maps/search/?api=1&query=Nueva+Valencia%2C+Guimaras%2C+Philippines,https://www.foreclosurephilippines.com/wp-content/uploads/2026/02/55425-310x190.jpg,https://www.foreclosurephilippines.com/advert/pdic-foreclosed-residential-vacant-lot-lot-532-h-7-psd-06-035974-brgy-concordia-nueva-valencia-for-public-auction-on-february-26-2026/,2026/03/29,
foreclosurephilippines,PDIC,Residential/Agricultural,"Nueva Valencia, Guimaras",Guimaras,2216520.0,13100.0,,,,,https://www.google.com/maps/search/?api=1&query=Nueva+Valencia%2C+Guimaras%2C+Philippines,https://www.foreclosurephilippines.com/wp-content/uploads/2026/03/55913-310x190.jpg,https://www.foreclosurephilippines.com/advert/pdic-foreclosed-residential-agricultural-with-improvement-lot-2142-pls-775-brgy-napandong-nueva-valencia-guimaras-for-public-auction-occupied/,2026/03/29,
foreclosurephilippines,PDIC,Agricultural,"San Lorenzo, Guimaras",Guimaras,2753090.0,48131.0,,,,,https://www.google.com/maps/search/?api=1&query=San+Lorenzo%2C+Guimaras%2C+Philippines,https://www.foreclosurephilippines.com/wp-content/uploads/2026/03/56217-310x190.jpg,https://www.foreclosurephilippines.com/advert/pdic-foreclosed-agricultural-vacant-lot-lot-4700-bpsd-06-043391-barangay-sapal-san-lorenzo-guimaras-for-public-auction/,2026/03/29,
foreclosurephilippines,PDIC,Agricultural,"Buenavista, Guimaras",Guimaras,3750000.0,50000.0,,,,,https://www.google.com/maps/search/?api=1&query=Buenavista%2C+Guimaras%2C+Philippines,https://www.foreclosurephilippines.com/wp-content/uploads/2026/02/55427-310x190.jpg,https://www.foreclosurephilippines.com/advert/pdic-foreclosed-agricultural-vacant-lot-lot-533-b-psd-06-039334-brgy-salvacion-buenavista-for-public-auction-on-february-26-2026/,2026/03/29,
foreclosurephilippines,PDIC,Agricultural,"Jordan, Guimaras",Guimaras,4116440.0,30033.0,,,,,https://www.google.com/maps/search/?api=1&query=Jordan%2C+Guimaras%2C+Philippines,https://www.foreclosurephilippines.com/wp-content/uploads/2026/02/55672-310x190.jpg,https://www.foreclosurephilippines.com/advert/pdic-foreclosed-agricultural-with-improvement-lot-no-453-a-psd-060-401455-ar-brgy-poblacion-jordan-for-public-auction-on-february-26-2026/,2026/03/29,
foreclosurephilippines,PDIC,Residential,"Buenavista, Guimaras",Guimaras,4245170.0,2998.0,,,,,https://www.google.com/maps/search/?api=1&query=Buenavista%2C+Guimaras%2C+Philippines,https://www.foreclosurephilippines.com/wp-content/uploads/2026/02/55676-310x190.jpg,https://www.foreclosurephilippines.com/advert/pdic-foreclosed-residential-vacant-lot-lot-793-a-brgy-san-isidro-buenavista-for-public-auction-on-february-26-2026/,2026/03/29,
foreclosurephilippines,PDIC,Residential/Agricultural,"Nueva Valencia, Guimaras",Guimaras,4702370.0,44530.0,,,,,https://www.google.com/maps/search/?api=1&query=Nueva+Valencia%2C+Guimaras%2C+Philippines,https://www.foreclosurephilippines.com/wp-content/uploads/2026/03/55910-310x190.jpg,https://www.foreclosurephilippines.com/advert/pdic-foreclosed-residential-agricultural-with-improvement-lot-4666-pls-775-brgy-san-antonio-nueva-valencia-guimaras-for-public-auction/,2026/03/29,
